Stock Price,Strike Price,Maturity,Dividends,Volatility,Risk-free,Call Price
220.04,160.0,0.041917414505539076,0.018500000000000003,0.2611,0.0088,61.5
220.04,170.0,0.041917414505539076,0.018500000000000003,0.2611,0.0088,51.7
220.04,180.0,0.041917414505539076,0.018500000000000003,0.2611,0.0088,41.5
220.04,185.0,0.041917414505539076,0.018500000000000003,0.2611,0.0088,35.4
220.04,190.0,0.041917414505539076,0.018500000000000003,0.2611,0.0088,30.8
220.04,195.0,0.041917414505539076,0.018500000000000003,0.2611,0.0088,27.0
220.04,200.0,0.041917414505539076,0.018500000000000003,0.2611,0.0088,20.8
220.04,202.5,0.041917414505539076,0.018500000000000003,0.2611,0.0088,18.5
220.04,205.0,0.041917414505539076,0.018500000000000003,0.2611,0.0088,16.3
220.04,207.5,0.041917414505539076,0.018500000000000003,0.2611,0.0088,13.9
220.04,210.0,0.041917414505539076,0.018500000000000003,0.2611,0.0088,11.8
220.04,212.5,0.041917414505539076,0.018500000000000003,0.2611,0.0088,9.9
220.04,215.0,0.041917414505539076,0.018500000000000003,0.2611,0.0088,8.0
220.04,217.5,0.041917414505539076,0.018500000000000003,0.2611,0.0088,6.3
220.04,220.0,0.041917414505539076,0.018500000000000003,0.2611,0.0088,4.8
220.04,222.5,0.041917414505539076,0.018500000000000003,0.2611,0.0088,3.7
220.04,225.0,0.041917414505539076,0.018500000000000003,0.2611,0.0088,2.65
220.04,227.5,0.041917414505539076,0.018500000000000003,0.2611,0.0088,1.85
220.04,230.0,0.041917414505539076,0.018500000000000003,0.2611,0.0088,1.25
220.04,232.5,0.041917414505539076,0.018500000000000003,0.2611,0.0088,0.85
220.04,235.0,0.041917414505539076,0.018500000000000003,0.2611,0.0088,0.55
220.04,240.0,0.041917414505539076,0.018500000000000003,0.2611,0.0088,0.35
220.04,245.0,0.041917414505539076,0.018500000000000003,0.2611,0.0088,0.3
220.04,250.0,0.041917414505539076,0.018500000000000003,0.2611,0.0088,0.25
220.04,260.0,0.041917414505539076,0.018500000000000003,0.2611,0.0088,0.1
220.04,205.0,0.06108237001546379,0.018500000000000003,0.2611,0.0088,16.7
220.04,210.0,0.06108237001546379,0.018500000000000003,0.2611,0.0088,12.7
220.04,215.0,0.06108237001546379,0.018500000000000003,0.2611,0.0088,9.0
220.04,220.0,0.06108237001546379,0.018500000000000003,0.2611,0.0088,6.0
220.04,225.0,0.06108237001546379,0.018500000000000003,0.2611,0.0088,3.6
220.04,230.0,0.06108237001546379,0.018500000000000003,0.2611,0.0088,2.05
220.04,235.0,0.06108237001546379,0.018500000000000003,0.2611,0.0088,1.2
220.04,205.0,0.08024732552538849,0.018500000000000003,0.2611,0.0088,17.4
220.04,210.0,0.08024732552538849,0.018500000000000003,0.2611,0.0088,13.2
220.04,215.0,0.08024732552538849,0.018500000000000003,0.2611,0.0088,9.9
220.04,220.0,0.08024732552538849,0.018500000000000003,0.2611,0.0088,6.7
220.04,225.0,0.08024732552538849,0.018500000000000003,0.2611,0.0088,4.6
220.04,230.0,0.08024732552538849,0.018500000000000003,0.2611,0.0088,2.8
220.04,235.0,0.08024732552538849,0.018500000000000003,0.2611,0.0088,1.85
220.04,240.0,0.08024732552538849,0.018500000000000003,0.2611,0.0088,1.2
220.04,195.0,0.11857723654523791,0.018500000000000003,0.2611,0.0088,27.0
220.04,200.0,0.11857723654523791,0.018500000000000003,0.2611,0.0088,22.4
220.04,210.0,0.11857723654523791,0.018500000000000003,0.2611,0.0088,14.4
220.04,220.0,0.11857723654523791,0.018500000000000003,0.2611,0.0088,8.0
220.04,230.0,0.11857723654523791,0.018500000000000003,0.2611,0.0088,3.6
220.04,240.0,0.11857723654523791,0.018500000000000003,0.2611,0.0088,1.4
220.04,250.0,0.11857723654523791,0.018500000000000003,0.2611,0.0088,0.5
220.04,115.0,0.21440201409486145,0.018500000000000003,0.2611,0.0088,90.6
220.04,150.0,0.21440201409486145,0.018500000000000003,0.2611,0.0088,75.3
220.04,160.0,0.21440201409486145,0.018500000000000003,0.2611,0.0088,50.6
220.04,165.0,0.21440201409486145,0.018500000000000003,0.2611,0.0088,35.6
220.04,175.0,0.21440201409486145,0.018500000000000003,0.2611,0.0088,41.1
220.04,180.0,0.21440201409486145,0.018500000000000003,0.2611,0.0088,41.8
220.04,190.0,0.21440201409486145,0.018500000000000003,0.2611,0.0088,51.5
220.04,195.0,0.21440201409486145,0.018500000000000003,0.2611,0.0088,33.2
220.04,200.0,0.21440201409486145,0.018500000000000003,0.2611,0.0088,25.5
220.04,210.0,0.21440201409486145,0.018500000000000003,0.2611,0.0088,18.0
220.04,220.0,0.21440201409486145,0.018500000000000003,0.2611,0.0088,12.0
220.04,230.0,0.21440201409486145,0.018500000000000003,0.2611,0.0088,7.2
220.04,240.0,0.21440201409486145,0.018500000000000003,0.2611,0.0088,4.0
220.04,250.0,0.21440201409486145,0.018500000000000003,0.2611,0.0088,2.05
220.04,260.0,0.21440201409486145,0.018500000000000003,0.2611,0.0088,1.0
220.04,270.0,0.21440201409486145,0.018500000000000003,0.2611,0.0088,0.55
220.04,280.0,0.21440201409486145,0.018500000000000003,0.2611,0.0088,0.35
220.04,290.0,0.21440201409486145,0.018500000000000003,0.2611,0.0088,0.3
220.04,300.0,0.21440201409486145,0.018500000000000003,0.2611,0.0088,0.4
220.04,310.0,0.21440201409486145,0.018500000000000003,0.2611,0.0088,0.35
220.04,320.0,0.21440201409486145,0.018500000000000003,0.2611,0.0088,0.75
220.04,330.0,0.21440201409486145,0.018500000000000003,0.2611,0.0088,0.8
220.04,190.0,0.46354643572388265,0.018500000000000003,0.2611,0.0088,37.5
220.04,195.0,0.46354643572388265,0.018500000000000003,0.2611,0.0088,34.1
220.04,200.0,0.46354643572388265,0.018500000000000003,0.2611,0.0088,30.2
220.04,210.0,0.46354643572388265,0.018500000000000003,0.2611,0.0088,23.3
220.04,220.0,0.46354643572388265,0.018500000000000003,0.2611,0.0088,17.3
220.04,230.0,0.46354643572388265,0.018500000000000003,0.2611,0.0088,12.5
220.04,240.0,0.46354643572388265,0.018500000000000003,0.2611,0.0088,8.7
220.04,250.0,0.46354643572388265,0.018500000000000003,0.2611,0.0088,5.8
220.04,260.0,0.46354643572388265,0.018500000000000003,0.2611,0.0088,3.8
220.04,270.0,0.46354643572388265,0.018500000000000003,0.2611,0.0088,2.45
220.04,280.0,0.46354643572388265,0.018500000000000003,0.2611,0.0088,1.4
220.04,80.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,116.1
220.04,85.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,154.5
220.04,90.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,149.5
220.04,95.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,130.8
220.04,100.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,100.0
220.04,110.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,100.7
220.04,120.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,120.0
220.04,125.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,115.0
220.04,130.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,92.8
220.04,135.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,103.3
220.04,140.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,67.5
220.04,145.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,79.3
220.04,150.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,73.5
220.04,155.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,55.5
220.04,160.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,69.4
220.04,165.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,71.9
220.04,170.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,55.6
220.04,175.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,45.9
220.04,180.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,47.3
220.04,185.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,44.0
220.04,190.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,39.3
220.04,195.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,36.3
220.04,200.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,32.0
220.04,210.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,25.5
220.04,220.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,19.9
220.04,230.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,15.0
220.04,240.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,11.0
220.04,250.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,7.9
220.04,260.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,5.6
220.04,270.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,3.8
220.04,280.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,2.6
220.04,290.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,1.75
220.04,300.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,1.15
220.04,310.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,1.05
220.04,320.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,1.2
220.04,330.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,0.7
220.04,340.0,0.636031035313205,0.018500000000000003,0.2611,0.0088,0.5
220.04,220.0,1.038495101021624,0.018500000000000003,0.2611,0.0088,27.6
220.04,230.0,1.038495101021624,0.018500000000000003,0.2611,0.0088,21.3
220.04,240.0,1.038495101021624,0.018500000000000003,0.2611,0.0088,17.2
220.04,250.0,1.038495101021624,0.018500000000000003,0.2611,0.0088,14.6
220.04,260.0,1.038495101021624,0.018500000000000003,0.2611,0.0088,10.7
220.04,270.0,1.038495101021624,0.018500000000000003,0.2611,0.0088,8.4
220.04,100.0,1.63260872182929,0.018500000000000003,0.2611,0.0088,126.3
220.04,110.0,1.63260872182929,0.018500000000000003,0.2611,0.0088,97.5
220.04,130.0,1.63260872182929,0.018500000000000003,0.2611,0.0088,105.4
220.04,150.0,1.63260872182929,0.018500000000000003,0.2611,0.0088,79.7
220.04,155.0,1.63260872182929,0.018500000000000003,0.2611,0.0088,67.0
220.04,160.0,1.63260872182929,0.018500000000000003,0.2611,0.0088,85.4
220.04,170.0,1.63260872182929,0.018500000000000003,0.2611,0.0088,43.0
220.04,175.0,1.63260872182929,0.018500000000000003,0.2611,0.0088,60.3
220.04,180.0,1.63260872182929,0.018500000000000003,0.2611,0.0088,56.5
220.04,185.0,1.63260872182929,0.018500000000000003,0.2611,0.0088,66.5
220.04,190.0,1.63260872182929,0.018500000000000003,0.2611,0.0088,40.4
220.04,195.0,1.63260872182929,0.018500000000000003,0.2611,0.0088,53.6
220.04,200.0,1.63260872182929,0.018500000000000003,0.2611,0.0088,44.9
220.04,210.0,1.63260872182929,0.018500000000000003,0.2611,0.0088,38.4
220.04,220.0,1.63260872182929,0.018500000000000003,0.2611,0.0088,34.1
220.04,230.0,1.63260872182929,0.018500000000000003,0.2611,0.0088,27.9
220.04,240.0,1.63260872182929,0.018500000000000003,0.2611,0.0088,23.7
220.04,250.0,1.63260872182929,0.018500000000000003,0.2611,0.0088,19.9
220.04,260.0,1.63260872182929,0.018500000000000003,0.2611,0.0088,16.8
220.04,270.0,1.63260872182929,0.018500000000000003,0.2611,0.0088,23.2
220.04,280.0,1.63260872182929,0.018500000000000003,0.2611,0.0088,11.9
220.04,290.0,1.63260872182929,0.018500000000000003,0.2611,0.0088,10.5
220.04,300.0,1.63260872182929,0.018500000000000003,0.2611,0.0088,5.5
220.04,320.0,1.63260872182929,0.018500000000000003,0.2611,0.0088,5.6
220.04,340.0,1.63260872182929,0.018500000000000003,0.2611,0.0088,4.6
220.04,360.0,1.63260872182929,0.018500000000000003,0.2611,0.0088,3.6
416.76,320.0,0.0035875034856896596,0,0.4832,0.0088,97.6
416.76,350.0,0.0035875034856896596,0,0.4832,0.0088,67.45
416.76,355.0,0.0035875034856896596,0,0.4832,0.0088,62.35
416.76,360.0,0.0035875034856896596,0,0.4832,0.0088,57.5
416.76,365.0,0.0035875034856896596,0,0.4832,0.0088,52.55
416.76,370.0,0.0035875034856896596,0,0.4832,0.0088,47.65
416.76,375.0,0.0035875034856896596,0,0.4832,0.0088,42.45
416.76,380.0,0.0035875034856896596,0,0.4832,0.0088,37.25
416.76,382.5,0.0035875034856896596,0,0.4832,0.0088,35.0
416.76,385.0,0.0035875034856896596,0,0.4832,0.0088,32.55
416.76,387.5,0.0035875034856896596,0,0.4832,0.0088,30.05
416.76,390.0,0.0035875034856896596,0,0.4832,0.0088,27.5
416.76,392.5,0.0035875034856896596,0,0.4832,0.0088,25.2
416.76,395.0,0.0035875034856896596,0,0.4832,0.0088,23.1
416.76,397.5,0.0035875034856896596,0,0.4832,0.0088,20.9
416.76,400.0,0.0035875034856896596,0,0.4832,0.0088,18.2
416.76,402.5,0.0035875034856896596,0,0.4832,0.0088,15.8
416.76,405.0,0.0035875034856896596,0,0.4832,0.0088,13.85
416.76,407.5,0.0035875034856896596,0,0.4832,0.0088,12.2
416.76,410.0,0.0035875034856896596,0,0.4832,0.0088,10.6
416.76,412.5,0.0035875034856896596,0,0.4832,0.0088,8.75
416.76,415.0,0.0035875034856896596,0,0.4832,0.0088,6.8
416.76,417.5,0.0035875034856896596,0,0.4832,0.0088,5.8
416.76,420.0,0.0035875034856896596,0,0.4832,0.0088,4.95
416.76,422.5,0.0035875034856896596,0,0.4832,0.0088,3.95
416.76,425.0,0.0035875034856896596,0,0.4832,0.0088,2.75
416.76,427.5,0.0035875034856896596,0,0.4832,0.0088,2.18
416.76,430.0,0.0035875034856896596,0,0.4832,0.0088,1.68
416.76,435.0,0.0035875034856896596,0,0.4832,0.0088,0.94
416.76,440.0,0.0035875034856896596,0,0.4832,0.0088,0.53
416.76,445.0,0.0035875034856896596,0,0.4832,0.0088,0.35
416.76,450.0,0.0035875034856896596,0,0.4832,0.0088,0.19
416.76,455.0,0.0035875034856896596,0,0.4832,0.0088,0.2
416.76,460.0,0.0035875034856896596,0,0.4832,0.0088,0.12
416.76,465.0,0.0035875034856896596,0,0.4832,0.0088,0.1
416.76,470.0,0.0035875034856896596,0,0.4832,0.0088,0.09
416.76,475.0,0.0035875034856896596,0,0.4832,0.0088,0.07
416.76,480.0,0.0035875034856896596,0,0.4832,0.0088,0.06
416.76,485.0,0.0035875034856896596,0,0.4832,0.0088,0.06
416.76,490.0,0.0035875034856896596,0,0.4832,0.0088,0.05
416.76,495.0,0.0035875034856896596,0,0.4832,0.0088,0.04
416.76,500.0,0.0035875034856896596,0,0.4832,0.0088,0.04
416.76,505.0,0.0035875034856896596,0,0.4832,0.0088,0.38
416.76,510.0,0.0035875034856896596,0,0.4832,0.0088,0.03
416.76,515.0,0.0035875034856896596,0,0.4832,0.0088,0.03
416.76,520.0,0.0035875034856896596,0,0.4832,0.0088,0.03
416.76,530.0,0.0035875034856896596,0,0.4832,0.0088,0.03
416.76,550.0,0.0035875034856896596,0,0.4832,0.0088,0.03
416.76,560.0,0.0035875034856896596,0,0.4832,0.0088,0.03
416.76,570.0,0.0035875034856896596,0,0.4832,0.0088,0.03
416.76,580.0,0.0035875034856896596,0,0.4832,0.0088,0.03
416.76,590.0,0.0035875034856896596,0,0.4832,0.0088,0.03
416.76,600.0,0.0035875034856896596,0,0.4832,0.0088,0.03
416.76,620.0,0.0035875034856896596,0,0.4832,0.0088,0.03
416.76,630.0,0.0035875034856896596,0,0.4832,0.0088,0.03
416.76,640.0,0.0035875034856896596,0,0.4832,0.0088,0.03
416.76,290.0,0.02275245899561437,0,0.4832,0.0088,127.95
416.76,320.0,0.02275245899561437,0,0.4832,0.0088,97.9
416.76,350.0,0.02275245899561437,0,0.4832,0.0088,68.1
416.76,360.0,0.02275245899561437,0,0.4832,0.0088,58.3
416.76,370.0,0.02275245899561437,0,0.4832,0.0088,48.45
416.76,375.0,0.02275245899561437,0,0.4832,0.0088,43.65
416.76,380.0,0.02275245899561437,0,0.4832,0.0088,38.95
416.76,382.5,0.02275245899561437,0,0.4832,0.0088,36.55
416.76,385.0,0.02275245899561437,0,0.4832,0.0088,35.15
416.76,387.5,0.02275245899561437,0,0.4832,0.0088,32.05
416.76,390.0,0.02275245899561437,0,0.4832,0.0088,30.1
416.76,392.5,0.02275245899561437,0,0.4832,0.0088,28.0
416.76,395.0,0.02275245899561437,0,0.4832,0.0088,25.75
416.76,397.5,0.02275245899561437,0,0.4832,0.0088,23.6
416.76,400.0,0.02275245899561437,0,0.4832,0.0088,22.05
416.76,402.5,0.02275245899561437,0,0.4832,0.0088,20.45
416.76,405.0,0.02275245899561437,0,0.4832,0.0088,18.35
416.76,407.5,0.02275245899561437,0,0.4832,0.0088,17.05
416.76,410.0,0.02275245899561437,0,0.4832,0.0088,15.2
416.76,412.5,0.02275245899561437,0,0.4832,0.0088,13.7
416.76,415.0,0.02275245899561437,0,0.4832,0.0088,12.25
416.76,417.5,0.02275245899561437,0,0.4832,0.0088,10.7
416.76,420.0,0.02275245899561437,0,0.4832,0.0088,9.7
416.76,422.5,0.02275245899561437,0,0.4832,0.0088,8.45
416.76,425.0,0.02275245899561437,0,0.4832,0.0088,7.45
416.76,430.0,0.02275245899561437,0,0.4832,0.0088,5.65
416.76,435.0,0.02275245899561437,0,0.4832,0.0088,4.15
416.76,440.0,0.02275245899561437,0,0.4832,0.0088,3.15
416.76,445.0,0.02275245899561437,0,0.4832,0.0088,2.24
416.76,450.0,0.02275245899561437,0,0.4832,0.0088,1.58
416.76,455.0,0.02275245899561437,0,0.4832,0.0088,1.15
416.76,460.0,0.02275245899561437,0,0.4832,0.0088,0.83
416.76,465.0,0.02275245899561437,0,0.4832,0.0088,0.63
416.76,470.0,0.02275245899561437,0,0.4832,0.0088,0.56
416.76,475.0,0.02275245899561437,0,0.4832,0.0088,0.38
416.76,480.0,0.02275245899561437,0,0.4832,0.0088,0.35
416.76,485.0,0.02275245899561437,0,0.4832,0.0088,0.34
416.76,490.0,0.02275245899561437,0,0.4832,0.0088,0.3
416.76,495.0,0.02275245899561437,0,0.4832,0.0088,0.28
416.76,500.0,0.02275245899561437,0,0.4832,0.0088,0.29
416.76,505.0,0.02275245899561437,0,0.4832,0.0088,0.31
416.76,510.0,0.02275245899561437,0,0.4832,0.0088,0.18
416.76,540.0,0.02275245899561437,0,0.4832,0.0088,0.38
416.76,620.0,0.02275245899561437,0,0.4832,0.0088,0.2
416.76,200.0,0.041917414505539076,0,0.4832,0.0088,218.0
416.76,210.0,0.041917414505539076,0,0.4832,0.0088,208.0
416.76,230.0,0.041917414505539076,0,0.4832,0.0088,220.0
416.76,240.0,0.041917414505539076,0,0.4832,0.0088,183.3
416.76,250.0,0.041917414505539076,0,0.4832,0.0088,161.0
416.76,260.0,0.041917414505539076,0,0.4832,0.0088,158.05
416.76,265.0,0.041917414505539076,0,0.4832,0.0088,309.0
416.76,270.0,0.041917414505539076,0,0.4832,0.0088,128.7
416.76,275.0,0.041917414505539076,0,0.4832,0.0088,299.0
416.76,280.0,0.041917414505539076,0,0.4832,0.0088,238.5
416.76,290.0,0.041917414505539076,0,0.4832,0.0088,129.95
416.76,300.0,0.041917414505539076,0,0.4832,0.0088,118.45
416.76,305.0,0.041917414505539076,0,0.4832,0.0088,113.5
416.76,310.0,0.041917414505539076,0,0.4832,0.0088,108.8
416.76,315.0,0.041917414505539076,0,0.4832,0.0088,103.8
416.76,320.0,0.041917414505539076,0,0.4832,0.0088,98.9
416.76,325.0,0.041917414505539076,0,0.4832,0.0088,94.05
416.76,330.0,0.041917414505539076,0,0.4832,0.0088,89.25
416.76,335.0,0.041917414505539076,0,0.4832,0.0088,85.15
416.76,340.0,0.041917414505539076,0,0.4832,0.0088,80.2
416.76,345.0,0.041917414505539076,0,0.4832,0.0088,75.4
416.76,350.0,0.041917414505539076,0,0.4832,0.0088,71.3
416.76,355.0,0.041917414505539076,0,0.4832,0.0088,65.7
416.76,360.0,0.041917414505539076,0,0.4832,0.0088,61.9
416.76,365.0,0.041917414505539076,0,0.4832,0.0088,56.55
416.76,370.0,0.041917414505539076,0,0.4832,0.0088,52.2
416.76,375.0,0.041917414505539076,0,0.4832,0.0088,47.8
416.76,380.0,0.041917414505539076,0,0.4832,0.0088,44.0
416.76,382.5,0.041917414505539076,0,0.4832,0.0088,42.2
416.76,385.0,0.041917414505539076,0,0.4832,0.0088,40.05
416.76,387.5,0.041917414505539076,0,0.4832,0.0088,38.4
416.76,390.0,0.041917414505539076,0,0.4832,0.0088,36.05
416.76,392.5,0.041917414505539076,0,0.4832,0.0088,35.45
416.76,395.0,0.041917414505539076,0,0.4832,0.0088,32.85
416.76,397.5,0.041917414505539076,0,0.4832,0.0088,31.35
416.76,400.0,0.041917414505539076,0,0.4832,0.0088,29.3
416.76,402.5,0.041917414505539076,0,0.4832,0.0088,27.75
416.76,405.0,0.041917414505539076,0,0.4832,0.0088,26.45
416.76,407.5,0.041917414505539076,0,0.4832,0.0088,24.5
416.76,410.0,0.041917414505539076,0,0.4832,0.0088,23.25
416.76,412.5,0.041917414505539076,0,0.4832,0.0088,21.6
416.76,415.0,0.041917414505539076,0,0.4832,0.0088,20.35
416.76,417.5,0.041917414505539076,0,0.4832,0.0088,19.3
416.76,420.0,0.041917414505539076,0,0.4832,0.0088,17.8
416.76,422.5,0.041917414505539076,0,0.4832,0.0088,16.6
416.76,425.0,0.041917414505539076,0,0.4832,0.0088,15.65
416.76,430.0,0.041917414505539076,0,0.4832,0.0088,13.1
416.76,435.0,0.041917414505539076,0,0.4832,0.0088,11.5
416.76,440.0,0.041917414505539076,0,0.4832,0.0088,9.7
416.76,445.0,0.041917414505539076,0,0.4832,0.0088,8.25
416.76,450.0,0.041917414505539076,0,0.4832,0.0088,6.85
416.76,455.0,0.041917414505539076,0,0.4832,0.0088,5.9
416.76,460.0,0.041917414505539076,0,0.4832,0.0088,4.75
416.76,465.0,0.041917414505539076,0,0.4832,0.0088,3.85
416.76,470.0,0.041917414505539076,0,0.4832,0.0088,3.2
416.76,475.0,0.041917414505539076,0,0.4832,0.0088,2.56
416.76,480.0,0.041917414505539076,0,0.4832,0.0088,2.12
416.76,485.0,0.041917414505539076,0,0.4832,0.0088,1.72
416.76,490.0,0.041917414505539076,0,0.4832,0.0088,1.45
416.76,495.0,0.041917414505539076,0,0.4832,0.0088,1.2
416.76,500.0,0.041917414505539076,0,0.4832,0.0088,1.01
416.76,505.0,0.041917414505539076,0,0.4832,0.0088,0.86
416.76,510.0,0.041917414505539076,0,0.4832,0.0088,0.72
416.76,515.0,0.041917414505539076,0,0.4832,0.0088,0.64
416.76,520.0,0.041917414505539076,0,0.4832,0.0088,0.56
416.76,525.0,0.041917414505539076,0,0.4832,0.0088,0.5
416.76,530.0,0.041917414505539076,0,0.4832,0.0088,0.45
416.76,535.0,0.041917414505539076,0,0.4832,0.0088,0.42
416.76,540.0,0.041917414505539076,0,0.4832,0.0088,0.36
416.76,545.0,0.041917414505539076,0,0.4832,0.0088,0.39
416.76,550.0,0.041917414505539076,0,0.4832,0.0088,0.39
416.76,555.0,0.041917414505539076,0,0.4832,0.0088,0.43
416.76,560.0,0.041917414505539076,0,0.4832,0.0088,0.17
416.76,565.0,0.041917414505539076,0,0.4832,0.0088,0.39
416.76,570.0,0.041917414505539076,0,0.4832,0.0088,0.46
416.76,575.0,0.041917414505539076,0,0.4832,0.0088,0.59
416.76,580.0,0.041917414505539076,0,0.4832,0.0088,0.4
416.76,585.0,0.041917414505539076,0,0.4832,0.0088,0.25
416.76,590.0,0.041917414505539076,0,0.4832,0.0088,0.2
416.76,595.0,0.041917414505539076,0,0.4832,0.0088,0.44
416.76,600.0,0.041917414505539076,0,0.4832,0.0088,0.28
416.76,605.0,0.041917414505539076,0,0.4832,0.0088,0.47
416.76,610.0,0.041917414505539076,0,0.4832,0.0088,0.31
416.76,615.0,0.041917414505539076,0,0.4832,0.0088,0.39
416.76,620.0,0.041917414505539076,0,0.4832,0.0088,0.17
416.76,625.0,0.041917414505539076,0,0.4832,0.0088,0.8
416.76,630.0,0.041917414505539076,0,0.4832,0.0088,0.1
416.76,640.0,0.041917414505539076,0,0.4832,0.0088,0.24
416.76,645.0,0.041917414505539076,0,0.4832,0.0088,0.54
416.76,650.0,0.041917414505539076,0,0.4832,0.0088,0.1
416.76,655.0,0.041917414505539076,0,0.4832,0.0088,0.35
416.76,660.0,0.041917414505539076,0,0.4832,0.0088,0.05
416.76,670.0,0.041917414505539076,0,0.4832,0.0088,0.34
416.76,675.0,0.041917414505539076,0,0.4832,0.0088,0.29
416.76,680.0,0.041917414505539076,0,0.4832,0.0088,0.35
416.76,690.0,0.041917414505539076,0,0.4832,0.0088,0.07
416.76,700.0,0.041917414505539076,0,0.4832,0.0088,0.08
416.76,705.0,0.041917414505539076,0,0.4832,0.0088,0.3
416.76,710.0,0.041917414505539076,0,0.4832,0.0088,0.29
416.76,715.0,0.041917414505539076,0,0.4832,0.0088,0.32
416.76,720.0,0.041917414505539076,0,0.4832,0.0088,0.27
416.76,725.0,0.041917414505539076,0,0.4832,0.0088,0.26
416.76,730.0,0.041917414505539076,0,0.4832,0.0088,0.04
